arrests_ever_num,incarc_totmonths,favorite_icecream,optimistic_future,cigarette_ever,age_first_smoke,alcohol_ever,age_first_alcohol,race,age_bio_mom_birth,hh_income_1997,hh_net_worth_1997,highgrade_bio_dad,highgrade_bio_mom,highgrade_res_dad,highgrade_res_mom,race_ethnicity,depressed_lastmo,age,region,citizen,income_family,hh_pov_ratio,num_hh_under_18,num_hh_under_6,marrstat,marrstat_collapsed,msa,num_bio_child_hh,num_bio_child_nonres,religion,had_income_lastyr,wage_sal,spouse_hadjob,spouse_wage_sal,internet,weight,pray_daily,religion_import,smoke_days_lastmo,cigs_perday,drank_yesno,days_drank_lastmo,drinks_perday,drink5plus_days,marijuana,marijuana_days_lastmo,hard_drugs,hard_drugs_num,sex_num_lastmo,health,computer_hours_perweek,tv_hours_perweek,sleep_hours_pernight,drive_drink_lastmo,health_insure,wkswk_yr,hours_wk_yr,year_first_marry,highgrade_comp,highest_degree,hh_net_worth_age30,cohab_totalnum,marriages_totalnum,female,asvab_test_pct,est_wage_sal,est_spouse_wage_sal,height_inch,partner_same_sex
2,0,"Vanilla","STRONGLY AGREE","Yes",13,"No",,"Black or African American",21,2600,33750,14,11,,,"Black","Most of the time",28,"South","Citizen, born in the U.S.",,,3,1,"Never married, not cohabiting","Never-married","Not in CBSA",0,0,"Baptist","YES",,,,"NO",235,"FALSE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Fair","None","Less than 2 hours per week",6,"0 times","NO",47,708,,7,"None",,1,0,0,1.518,,,67,
60,0,"Vanilla",,"No",,"No",,"Black or African American",,14175,-5500,12,12,,12,"Black","None of the time",31,"South","Citizen, born in the U.S.",80000,361,2,1,"Married, spouse present","Married","In CBSA, not in central city",2,0,"Roman Catholic","YES",30000,"YES",50000,"NO",,"FALSE","Very important",,,"YES",,,,"NO",,"NO",,,"Very good","1 to 3 hours a week","3 to 10 hours a week",6,"0 times","YES",38,1520,2006,14,"High school diploma (Regular 12 year program)",99700,1,1,1,.246,30000,50000,,0
"0",0,"Vanilla",,"Yes",15,"No",,"Black or African American",27,,2250,11,11,,11,"Black","Some of the time",31,"South","Citizen, born in the U.S.",,,0,0,"Married, spouse absent","Married","In CBSA, not in central city",0,1,"Baptist","YES",,,,"NO",220,"TRUE","Extremely important","30",7,"YES",18,2,3,"NO",,"NO",,9,"Good","Less than 1 hour a week","3 to 10 hours a week",5,"2 or 3 times","YES",40,1920,2006,12,"High school diploma (Regular 12 year program)",10000,0,1,0,11.049,,,74,0
"0",0,"Vanilla","AGREE","No",,"No",,"Black or African American",30,,2250,,11,,11,"Black",,29,"South","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",0,1,"Baptist","YES",40000,,,"NO",200,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Very good","None","Less than 2 hours per week",8,"0 times","YES",40,1880,,12,"High school diploma (Regular 12 year program)",,1,0,0,0,40000,,74,0
"0",0,"Vanilla","AGREE","No",,"No",,"Black or African American",19,2500,5750,12,12,,,"Black","Some of the time",27,"South","Citizen, born in the U.S.",13500,52,3,1,"Never married, not cohabiting","Never-married","In CBSA, not in central city",3,0,"Roman Catholic","YES",,,,"NO",189,"FALSE","Very important",,,"NO",,,,"NO",,"NO",,3,"Good","None","Less than 2 hours per week",7,"0 times","YES",39,1210,,10,"GED",,0,0,1,-.004,,,68,
"0",0,"Strawberry",,"Yes",15,"Yes",13,"Black or African American",22,,,12,11,12,11,"Black",,31,"South","Citizen, born in the U.S.",115250,511,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"None, no religion - personal philosophy","YES",35000,,,"YES",190,"TRUE","Somewhat important",,,"YES",2,3,"0","NO",,"NO",,3,"Very good","1 to 3 hours a week","11 to 20 hours a week",5,"0 times","YES",53,2120,,11,"High school diploma (Regular 12 year program)",-22000,0,0,0,19.348,35000,,71,
"0",0,"Strawberry","STRONGLY AGREE","No",,"No",,"Black or African American",24,,,12,11,12,11,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"High school diploma (Regular 12 year program)",,0,0,0,55.132,,,,
"0",0,"Strawberry","STRONGLY DISAGREE","No",,"No",,"Black or African American",25,,,12,11,12,11,"Black","None of the time",27,"South","Citizen, born in the U.S.",132500,753,1,1,"Married, spouse present","Married","In CBSA, not in central city",1,0,"Baptist","YES",15000,"YES",,"YES",150,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,30,"Very good","10 hours or more a week","11 to 20 hours a week",6,"0 times","YES","0: weeks","0",2010,15,"Associate/Junior college (AA)",,1,1,1,11.839,15000,,69,0
1,53,"Chocolate","AGREE","No",,"No",,"Black or African American",21,58000,53000,12,12,12,12,"Black","None of the time",29,"South","Citizen, born in the U.S.",1750,15,0,0,"Never married, not cohabiting","Never-married","Not in CBSA",0,1,"Roman Catholic","NO",,,,,208,"TRUE","Somewhat important",25,4,,,,,,,,,,"Excellent","None","11 to 20 hours a week",10,"0 times","YES","0: weeks","0",,13,"Associate/Junior college (AA)",,2,0,0,66.274,,,76,
2,0,"Chocolate","STRONGLY DISAGREE","No",,"No",,"Black or African American",26,,,12,13,12,13,"Black","None of the time",27,"South","Citizen, born in the U.S.",70250,317,2,1,"Married, spouse present","Married","In CBSA, in central city",2,0,"Nondenominational Christian","YES",30000,"YES",40000,"YES",190,"FALSE","Very important",,,"YES",4,1,"0","NO",,"NO",,3,"Very good","10 hours or more a week","21 to 30 hours a week",7,"0 times","YES",39,1950,2008,16,"Bachelor's degree (BA, BS)",,1,1,0,-.004,30000,40000,66,0
2,0,"Chocolate",,"Yes",15,"No",,"Black or African American",22,10000,,,8,,8,"Black","None of the time",30,"South","Citizen, born in the U.S.",50000,226,2,0,"Married, spouse present","Married","Not in CBSA",2,0,"None, no religion - personal philosophy","YES",15000,"YES",,"NO",225,"FALSE","Very important",,,"NO",,,,"NO",,"NO",,20,"Fair","None","11 to 20 hours a week",16,"0 times","YES",44,1936,2006,11,"GED",6750,1,1,0,-.004,15000,,74,0
1,0,"Chocolate",,"No",,"No",,"Black or African American",35,8000,7500,12,11,,11,"Black","All of the time",31,"South","Citizen, born in the U.S.",14451,82,2,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",2,0,"Baptist","NO",,,,"YES",187,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,3,"Very good","10 hours or more a week","More than 40 hours a week",10,"0 times","YES","0: weeks","0",,12,"High school diploma (Regular 12 year program)",250001,1,0,1,.518,,,67,
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"Black or African American",22,53000,32000,13,15,16,15,"Black","None of the time",28,"South","Citizen, born in the U.S.",111000,492,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",0,2,"Baptist","YES",41000,,,"YES",300,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,4,"Very good","4 to 6 hours a week","3 to 10 hours a week",8,"0 times","YES",41,2870,,13,"High school diploma (Regular 12 year program)",,0,0,0,46.797,41000,,71,
"0",0,"Butter Pecan","STRONGLY AGREE","No",,"No",,"Black or African American",19,42029,20000,13,12,13,12,"Black","Some of the time",27,"South","Citizen, born in the U.S.",52500,180,4,1,"Married, spouse present","Married","In CBSA, in central city",4,0,"Nondenominational Christian","YES",18000,"YES",15000,"YES",159,"TRUE","Extremely important",,,"YES",3,3,1,"NO",,"NO",,3,"Excellent","4 to 6 hours a week","3 to 10 hours a week",6,"0 times","YES",37,740,2011,14,"High school diploma (Regular 12 year program)",,3,1,1,13.285,18000,15000,63,0
"0",0,"Strawberry","DISAGREE","No",,"Yes",1,"Black or African American",23,41000,58500,10,10,10,14,"Black","None of the time",26,"South","Citizen, born in the U.S.",5000,29,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,3,"Baptist","NO",,,,"NO",201,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,,"Good","None","21 to 30 hours a week",9,"0 times","NO","0: weeks","0",,12,"High school diploma (Regular 12 year program)",,0,0,0,-.004,,,67,
"0",0,"Chocolate",,"No",,"No",,"Black or African American",38,,3250,11,10,,10,"Black",,30,"South","Citizen, born in the U.S.",49000,335,0,0,"Never married, cohabiting","Never-married","In CBSA, in central city",0,2,"Baptist","YES",25000,"YES",20000,"YES",174,"TRUE","Very important","30",20,"YES",5,1,2,"NO",,"NO",,,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",51,2193,,10,"None",6300,2,0,0,-.004,25000,20000,70,0
4,0,"Vanilla","STRONGLY DISAGREE","No",,"No",,"Black or African American",17,12000,7750,,16,,16,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"GED",,0,0,0,15.621,,,,
"0",0,"Vanilla","STRONGLY AGREE","No",,"Yes",14,"Black or African American",17,18200,2500,,12,,12,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"Bachelor's degree (BA, BS)",,1,0,0,-.004,,,,
1,0,"Butter Pecan",,"No",,"No",,"Black or African American",27,17700,7500,,11,,11,"Black","None of the time",30,"South","Citizen, born in the U.S.",55000,179,2,1,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Baptist","YES",10000,,,"YES",285,"TRUE","Somewhat important",,,"YES","0",,,"NO",,"NO",,1,"Good","10 hours or more a week","31 to 40 hours a week",5,"0 times","NO",6,210,,14,"Associate/Junior college (AA)",-99850,0,0,1,-.004,10000,,72,
16,0,"Chocolate","STRONGLY AGREE","Yes",5,"No",,"Black or African American",28,17700,7500,,11,,11,"Black","Most of the time",29,"South","Citizen, born in the U.S.",50000,293,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",0,2,"Baptist","NO",,,,"YES",,,,,,,,,,,,,,,"Excellent","Less than 1 hour a week","Less than 2 hours per week",7,"0 times","NO","0: weeks","0",,8,"GED",,1,0,0,-.004,,,,
"0",0,"Strawberry",,"No",,"No",,"Black or African American",12,6760,38500,10,11,10,11,"Black","None of the time",30,"South","Citizen, born in the U.S.",75000,288,3,0,"Married, spouse present","Married","In CBSA, in central city",3,0,"Baptist","YES",30000,"YES",45000,"NO",130,"FALSE","Very important",,,"NO",,,,"NO",,"NO",,2,"Excellent","10 hours or more a week","11 to 20 hours a week",7,"0 times","NO",37,1480,2004,9,"GED",32500,1,1,0,9.052,30000,45000,65,0
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"Black or African American",14,6760,38500,10,11,10,11,"Black","None of the time",28,"South","Citizen, born in the U.S.",10000,88,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,2,"Baptist","YES",10000,,,"YES",170,"FALSE","Very important",,,"NO",,,,"NO",,"NO",,,"Good","1 to 3 hours a week","3 to 10 hours a week",8,"0 times","NO",27,1128,,10,"None",,0,0,0,10.045,10000,,67,
"0",0,"Chocolate","DISAGREE","No",,"No",,"Black or African American",14,6760,38500,10,11,10,11,"Black","None of the time",28,"South","Citizen, born in the U.S.",15000,103,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Baptist","NO",,,,"YES",188,"TRUE","Very important",,,"YES",2,2,"0","NO",,"NO",,0,"Very good","7 to 9 hours a week","21 to 30 hours a week",8,"0 times","NO",18,684,,14,"High school diploma (Regular 12 year program)",,0,0,1,5.115,,,62,
1,0,"Vanilla",,"No",,"No",,"Black or African American",29,720,17500,,11,,11,"Black","Some of the time",30,"South","Citizen, born in the U.S.",1641,14,0,0,,,"In CBSA, in central city",0,3,"Mormon","NO",,"NO",,"YES",153,"FALSE","Somewhat important","30",15,"YES","30",3,1,"YES",2,"YES",1,4,"Excellent","4 to 6 hours a week","3 to 10 hours a week",6,"0 times","NO",6,240,,17,"High school diploma (Regular 12 year program)",400,2,1,0,-.004,,,68,0
1,0,"Vanilla",,"No",,"No",,"Black or African American",28,51000,86500,16,12,,12,"Black","None of the time",30,"South","Citizen, born in the U.S.",71000,243,4,1,"Married, spouse present","Married","Not in CBSA",3,0,"Baptist","YES",55000,"YES",16000,"YES",250,"FALSE","Extremely important",,,"YES",5,4,1,"NO",,"NO",,10,"Good","10 hours or more a week","21 to 30 hours a week",6,"0 times","YES",46,2208,2004,14,"High school diploma (Regular 12 year program)",47500,2,1,0,21.874,55000,16000,74,0
2,0,"Butter Pecan",,"Yes",14,"Yes",12,"Black or African American",24,46000,2300,12,13,,13,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"None",,0,0,0,49.44,,,,
8,5,"Chocolate",,"Yes",14,"Yes",14,"Black or African American",38,,1000,,9,,9,"Black","Some of the time",30,"South","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",0,9,"Baptist","NO",,,,"YES",139,"TRUE","Very important","30",6,"YES",20,12,10,"YES","30","NO",,10,"Very good","1 to 3 hours a week","11 to 20 hours a week",6,"0 times","NO",9,288,,13,"GED",6800,3,0,0,-.004,,,66,
1,11,"Strawberry","STRONGLY AGREE","Yes",12,"Yes",13,"Black or African American",,,1000,,9,,9,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"GED",,1,0,0,12.016,,,,
"0",0,"Strawberry",,"No",,"No",,"Black or African American",21,15500,23300,12,,,,"Black","Some of the time",31,"North Central","Citizen, born in the U.S.",14397,65,2,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",2,0,,"NO",,,,"YES",,,,,,"NO",,,,"NO",,"NO",,,"Good","Less than 1 hour a week","3 to 10 hours a week",6,"0 times","NO",22,590,,12,"High school diploma (Regular 12 year program)",,0,0,1,-.004,,,62,
1,0,"Vanilla",,"No",,"No",,"Black or African American",26,76000,54000,11,12,11,12,"Black","None of the time",30,"North Central","Citizen, born in the U.S.",35000,308,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Jehovah's Witness","YES",35000,,,"YES",190,"FALSE","Very important",,,"YES",2,2,"0","NO",,"NO",,0,"Excellent","4 to 6 hours a week","Less than 2 hours per week",8,"0 times","NO",38,1710,,14,"Associate/Junior college (AA)",-1900,0,0,0,20.424,35000,,75,
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"Black or African American",29,76000,54000,11,12,11,12,"Black","Some of the time",27,"South","Citizen, born in the U.S.",47000,321,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Jehovah's Witness","YES",25000,,,"NO",245,"TRUE","Very important",,,"YES",2,2,"0","YES","0","NO",,1,"Good","10 hours or more a week","3 to 10 hours a week",5,"0 times","NO",38,1502,,14,"Associate/Junior college (AA)",,0,0,1,44.694,25000,,72,
"0",0,"Strawberry","STRONGLY AGREE","No",,"No",,"Black or African American",20,30000,-9750,12,14,,14,"Black","None of the time",27,"North Central","Citizen, born in the U.S.",1500,9,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,1,"Nondenominational Christian","NO",,"NO",,"NO",235,"TRUE","Somewhat important",,,"NO",,,,"NO",,"NO",,5,"Excellent","1 to 3 hours a week","31 to 40 hours a week",6,"0 times","NO","0: weeks","0",,12,"High school diploma (Regular 12 year program)",,3,0,0,1.141,,,74,
"0",0,"Strawberry",,"No",,"Yes",13,"Black or African American",,,,,12,,12,"Black","None of the time",31,"North Central","Citizen, born in the U.S.",,,2,2,"Married, spouse present","Married","In CBSA, not in central city",2,0,"Christian Church","YES",,"YES",,"YES",195,"TRUE","Extremely important",,,"YES",1,2,"0","NO",,"NO",,15,"Good","7 to 9 hours a week","Less than 2 hours per week",5,"0 times","YES",40,1600,2005,18,"Master's degree (MA, MS)",,1,1,0,-.005,,,66,0
"0",0,"Vanilla","STRONGLY DISAGREE","No",,"Yes",10,"Black or African American",24,,11750,6,9,6,9,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"Associate/Junior college (AA)",,1,0,0,42.635,,,,
"0",0,"Chocolate","DISAGREE","No",,"No",,"Black or African American",20,,500,11,11,,11,"Black","Some of the time",26,"North Central","Citizen, born in the U.S.",61750,211,4,2,"Married, spouse present","Married","In CBSA, in central city",4,0,"Baptist","YES",22000,"YES",38000,"YES",149,"FALSE","Very important",,,"YES",1,2,"0","NO",,"NO",,15,"Very good","4 to 6 hours a week","3 to 10 hours a week",6,"0 times","YES",40,1200,2003,14,"High school diploma (Regular 12 year program)",,0,1,1,10.267,22000,38000,64,0
"0",0,"Chocolate",,"No",,"Yes",16,"Black or African American",22,,62500,,14,,14,"Black","None of the time",31,"North Central","Citizen, born in the U.S.",49000,188,3,0,"Married, spouse present","Married","In CBSA, not in central city",3,0,"Baptist","YES",13000,"YES",36000,"YES",205,"TRUE","Extremely important",,,"YES",2,3,"0","NO",,"NO",,10,"Very good","7 to 9 hours a week","11 to 20 hours a week",7,"0 times","YES",37,1110,2010,12,"High school diploma (Regular 12 year program)",20500,2,1,1,-.004,13000,36000,63,0
1,0,"Butter Pecan","AGREE","No",,"No",,"Black or African American",20,,3750,,14,,14,"Hispanic","None of the time",28,"North Central","Citizen, born in the U.S.","0","0",0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,2,"Baptist","NO",,,,"NO",240,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Good",,,,"0 times","NO","0: weeks","0",,11,"None",,1,0,0,.822,,,67,
1,0,"Vanilla",,"Yes",15,"Yes",7,"Black or African American",25,,5700,,10,,,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"High school diploma (Regular 12 year program)",,1,0,0,-.004,,,,
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"Black or African American",27,,5700,12,9,,9,"Black","Some of the time",29,"North Central","Citizen, born in the U.S.",25650,58,6,1,"Never married, cohabiting","Never-married","In CBSA, in central city",4,0,"Baptist","YES",15000,"YES",4400,"YES",175,"TRUE","Very important","30",8,"YES",10,5,2,"YES",5,"NO",,15,"Good","Less than 1 hour a week","3 to 10 hours a week",5,"0 times","NO",39,1446,,9,"GED",,1,0,1,-.004,15000,4400,60,0
9,57,"Vanilla",,"Yes",16,"Yes",15,"Black or African American",21,16000,33810,,11,,,"Black","None of the time",31,"North Central","Citizen, born in the U.S.","0","0",0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,1,"Baptist","NO",,,,"NO",200,"FALSE","Not very important",,,"YES",,,,"YES","30","NO",,,"Good","None","3 to 10 hours a week",5,"0 times","NO",9,360,,11,"GED","0",1,0,0,-.004,,,69,
5,0,"None of these","STRONGLY DISAGREE","No",,"Yes",2,"Black or African American",19,2500,500,,11,,11,"Black",,29,"North Central","Citizen, born in the U.S.",1750,12,1,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",1,4,"Agnostic","NO",,,,"NO",150,"FALSE",,,,"NO",,,,"NO",,"NO",,2,"Good","Less than 1 hour a week","More than 40 hours a week",8,"0 times","NO",37,925,,9,"GED",,1,0,1,1.098,,,66,
2,0,"None of these","STRONGLY AGREE","No",,"No",,"Black or African American",20,2500,500,12,11,,11,"Black","None of the time",27,"North Central","Citizen, born in the U.S.",9846,65,1,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",1,0,"Baptist","NO",,,,"NO",185,"TRUE","Somewhat important",7,8,"NO",,,,"NO",,"NO",,,"Good","Less than 1 hour a week","31 to 40 hours a week",6,"0 times","NO","0: weeks","0",,10,"GED",,0,0,1,2.007,,,67,
"0",0,"Strawberry",,"No",,"Yes",14,"Black or African American",23,,5955,,12,,12,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"Bachelor's degree (BA, BS)",,1,0,1,42.357,,,,
"0",0,"Chocolate",,"Yes",15,"Yes",15,"Black or African American",18,26085,254201,12,12,,12,"Black","None of the time",31,"North Central","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Baptist","YES",,,,"YES",,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Good","10 hours or more a week","3 to 10 hours a week",8,"0 times","YES",37,1480,,12,"High school diploma (Regular 12 year program)",,1,0,1,29.162,,,62,
1,0,"Chocolate",,"No",,"No",,"Black or African American",18,28648,35000,12,12,12,12,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"High school diploma (Regular 12 year program)",,2,0,1,82.038,,,,
"0",0,"Chocolate","AGREE","No",,"No",,"Black or African American",20,28648,35000,12,12,12,12,"Black","None of the time",28,"North Central","Citizen, born in the U.S.",50000,440,0,0,"Divorced, not cohabiting","Divorced","In CBSA, in central city",,,"Baptist","YES",50000,"NO",,"YES",180,"TRUE",,,,,,,,"NO",,"NO",,,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",42,3024,2010,17,"Bachelor's degree (BA, BS)",,0,1,0,27.904,50000,,73,0
"0",0,"Strawberry",,"No",,"No",,"Black or African American",23,17000,60500,14,16,,16,"Black","None of the time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,910,,16,"Bachelor's degree (BA, BS)",,1,0,0,35.626,,,,
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"Black or African American",25,17000,60500,16,16,,16,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"None",,0,0,0,13.548,,,,
"0",0,"None of these","AGREE","No",,"No",,"Black or African American",19,71000,57500,12,12,12,12,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"GED",,2,0,1,-.004,,,,
"0",0,"Chocolate","DISAGREE","No",,"No",,"Black or African American",,47000,10000,,,,,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"None",,0,0,1,-.004,,,,
1,10,"Strawberry","AGREE","No",,"No",,"Black or African American",20,58000,36500,12,12,12,,"Black","None of the time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"High school diploma (Regular 12 year program)",,0,0,0,-.004,,,,
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"Black or African American",22,45000,86000,,12,12,12,"Black","None of the time",28,"North Central","Citizen, born in the U.S.",25000,220,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",0,1,"Baptist","YES",25000,,,"YES",230,"TRUE","Somewhat important",,,"NO",,,,"NO",,"NO",,,"Very good","1 to 3 hours a week","3 to 10 hours a week",6,"0 times","YES",37,1813,,15,"High school diploma (Regular 12 year program)",,1,0,0,67.422,25000,,66,
"0",0,"Chocolate","AGREE","No",,"No",,"Black or African American",18,48000,14500,12,14,13,14,"Black","None of the time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,12,"High school diploma (Regular 12 year program)",,0,0,0,44.982,,,,
"0",0,"Chocolate","STRONGLY AGREE","No",,"Yes",13,"Black or African American",27,37500,14500,12,11,12,,"Black","All of the time",29,"North Central","Citizen, born in the U.S.",66750,301,2,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",2,0,"Christian Church","YES",5000,"NO",,"YES",138,"TRUE","Extremely important",,,"YES","0",,,"YES","0","NO",,4,"Very good","10 hours or more a week","11 to 20 hours a week",9,"0 times","YES",1,40,,12,"High school diploma (Regular 12 year program)",,4,0,1,32.087,5000,,65,
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"Black or African American",18,18000,28700,12,12,12,12,"Black","None of the time",29,"North Central","Citizen, born in the U.S.",,,0,0,"Married, spouse absent","Married","In CBSA, not in central city",0,2,"Baptist","YES",18000,,,"YES",190,"TRUE","Very important","30",10,"YES",2,2,2,"YES","30","NO",,20,"Good","10 hours or more a week","11 to 20 hours a week",8,"0 times","NO",39,1326,2005,13,"High school diploma (Regular 12 year program)",,1,1,1,29.762,18000,,67,0
"0",0,"Vanilla",,"No",,"No",,"Black or African American",29,,,12,12,12,20,"Black","None of the time",31,"South","Citizen, born in the U.S.",60000,528,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Baptist","YES",60000,,,"YES",173,"FALSE","Extremely important",,,"YES",2,3,"0","NO",,"NO",,,"Very good","10 hours or more a week","11 to 20 hours a week",5,"0 times","YES",43,1850,,20,"PhD",,0,0,1,90.74,60000,,65,
"0",0,"Strawberry",,"No",,"No",,"Black or African American",30,,,12,12,12,20,"Black","Some of the time",30,"North Central","Citizen, born in the U.S.",42005,369,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Baptist","YES",42000,,,"YES",130,"TRUE","Extremely important",,,"YES",8,1,"0","NO",,"NO",,3,"Fair","10 hours or more a week","21 to 30 hours a week",7,"0 times","YES",41,1435,,19,"Master's degree (MA, MS)",3000,0,0,1,88.903,42000,,63,
"0",0,"Butter Pecan","STRONGLY AGREE","No",,"No",,"American Indian, Eskimo, or Aleut",23,15000,2500,14,13,14,13,"Hispanic",,27,"West","Citizen, born in the U.S.",37161,211,1,1,"Never married, cohabiting","Never-married","In CBSA, in central city",1,0,"Agnostic","YES",13000,"NO",,"YES",170,"TRUE","Not very important","0",,"YES",8,1,"0","NO",,"NO",,0,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",28,448,,16,"Associate/Junior college (AA)",,2,0,1,-.004,13000,,63,0
"0",0,"Butter Pecan",,"No",,"Yes",16,"Black or African American",21,29500,4950,,12,11,12,"Black","None of the time",30,"Northeast","Citizen, born in the U.S.",27884,126,2,1,"Never married, not cohabiting","Never-married","In CBSA, not in central city",2,0,"None, no religion - personal philosophy","YES",20000,,,"YES",159,"TRUE","Extremely important",5,1,"YES",5,2,"0","NO",,"NO",,1,"Very good","1 to 3 hours a week","3 to 10 hours a week",5,"0 times","YES",37,1628,,12,"High school diploma (Regular 12 year program)",4100,1,0,1,27.468,20000,,71,
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"Black or African American",24,29500,4950,11,12,11,12,"Black","None of the time",28,"Northeast","Citizen, born in the U.S.",10205,39,3,1,"Never married, cohabiting","Never-married","In CBSA, in central city",3,0,"Baptist","YES",3000,"NO",,"YES",184,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,3,"Very good","4 to 6 hours a week","11 to 20 hours a week",8,"0 times","YES",28,840,,12,"High school diploma (Regular 12 year program)",,2,0,1,4.484,3000,,66,0
"0",0,"Butter Pecan","DISAGREE","No",,"No",,"Black or African American",35,,2950,12,11,,11,"Black","None of the time",29,"Northeast","Citizen, born in the U.S.",77000,526,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Muslim","YES",37000,,,"YES",138,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,,"Very good","10 hours or more a week","Less than 2 hours per week",6,"0 times","YES",43,1720,,18,"Bachelor's degree (BA, BS)",,0,0,1,64.03,37000,,65,
2,0,"Vanilla",,"No",,"Yes",14,"Something else? (SPECIFY)",26,,1750,11,12,11,12,"Hispanic","None of the time",31,"Northeast","Citizen, born in the U.S.",18124,159,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,1,"Agnostic","NO",,,,"YES",220,"FALSE","Not important at all","30",10,"YES",10,6,5,"YES","0","NO",,0,"Good","10 hours or more a week","11 to 20 hours a week",8,"0 times","NO",10,409,,12,"High school diploma (Regular 12 year program)",-17500,2,0,0,83.985,,,72,
2,0,"Chocolate","AGREE","No",,"Yes",12,"Black or African American",19,60000,,12,13,,13,"Black","None of the time",29,"South","Citizen, born in the U.S.",7500,51,0,0,"Never married, cohabiting","Never-married","In CBSA, not in central city",0,6,"Muslim","YES","0","NO",,"YES",150,"FALSE","Very important","30",5,"NO",,,,"NO",,"NO",,0,"Good","10 hours or more a week","3 to 10 hours a week",6,"0 times","NO",38,1440,,13,,,5,0,0,13.799,0,,67,0
