age,age_spouse,citizen,ethnicity,female,forborn,ftfy,hispanic,income_spouse,incwage,major,marrspp,metro,nchild,nchlt5,race,region,single,south,speakeng,years_usa,yrmarr
54,,1,"White",0,0,1,0,,120000,"Engineering",0,1,0,0,"White","South",0,1,1,54,1987
30,,1,"Hispanic",1,0,1,1,,28100,"Business",0,1,1,0,"White","South",1,1,1,30,0
30,,1,"White",1,0,1,0,,50000,"Health",0,1,0,0,"White","South",1,1,1,30,0
31,,1,"Hispanic",1,0,1,1,,35000,"Humanities",0,1,0,0,"White","South",1,1,1,31,0
52,,1,"Black",1,0,1,0,,51000,"Social sciences",0,1,2,0,"Black","South",0,1,1,52,1992
47,49,1,"White",1,0,1,0,100000,100000,"Humanities",1,0,0,0,"White","South",0,1,1,47,1989
54,50,1,"White",0,0,1,0,0,90000,"Business",1,1,0,0,"White","South",0,1,1,54,1989
45,,1,"White",1,0,1,0,,42000,"Humanities",0,1,1,0,"White","South",0,1,1,45,1997
25,,1,"White",0,0,0,0,,11500,"Business",0,1,0,0,"White","South",1,1,1,25,0
36,35,0,"Asian",0,1,1,0,47000,58000,"Health",1,1,2,1,"Asian","South",0,1,1,5,1999
35,36,0,"Asian",1,1,0,0,58000,47000,"Health",1,1,2,1,"Asian","South",0,1,1,4,1999
26,,1,"White",1,0,1,0,,27500,"Natural sciences",0,1,1,0,"White","South",0,1,1,26,2002
33,40,1,"White",0,0,1,0,45000,80000,"Engineering",1,1,2,2,"White","South",0,1,1,33,2004
50,63,1,"White",1,0,1,0,47100,44000,"Business",1,1,0,0,"White","South",0,1,1,50,2004
35,30,0,"Asian",0,1,0,0,0,15000,"Humanities",1,1,1,1,"Asian","South",0,1,1,2,2008
45,,1,"White",0,0,1,0,,60000,"Public service",0,1,0,0,"White","South",0,1,1,45,1990
50,,1,"Hispanic",0,0,1,1,,40000,"Business",0,1,0,0,"White","South",1,1,1,50,0
47,,1,"White",0,0,1,0,,75000,"Social sciences",0,1,0,0,"White","South",1,1,1,47,0
51,52,1,"White",1,0,0,0,104000,7000,"Humanities",1,0,1,0,"White","South",0,1,1,51,1981
45,49,1,"White",0,0,1,0,1900,65000,"Education",1,1,1,0,"White","South",0,1,1,45,1993
42,39,1,"White",0,0,1,0,150000,200000,"Engineering",1,1,3,0,"White","South",0,1,1,42,1994
39,42,1,"White",1,0,1,0,200000,150000,"Business",1,1,3,0,"White","South",0,1,1,39,1994
50,42,1,"White",1,0,1,0,38000,44200,"Natural sciences",1,1,1,0,"White","South",0,1,1,50,2011
32,42,0,"Hispanic",1,1,0,1,40000,1600,"Social sciences",1,1,0,0,"White","South",0,1,1,0,2011
33,,1,"White",0,0,1,0,,52000,"Social sciences",0,1,0,0,"White","South",1,1,1,33,0
43,,1,"Hispanic",1,0,1,1,,22800,"Business",0,1,0,0,"White","South",1,1,1,43,0
33,,1,"Asian",1,0,0,0,,20800,"Business",0,1,3,0,"Asian","South",0,1,1,33,1998
38,34,1,"White",1,0,1,0,55000,70000,"Health",1,1,1,1,"White","South",0,1,1,38,2009
34,38,1,"Hispanic",0,1,1,1,70000,55000,"Social sciences",1,1,1,1,"White","South",0,1,1,27,2009
53,,1,"White",1,0,0,0,,65000,"Natural sciences",0,1,0,0,"White","South",0,1,1,53,1979
25,28,1,"White",1,0,1,0,40000,16000,"Humanities",1,1,2,2,"White","South",0,1,1,25,2007
28,28,1,"White",0,0,1,0,56000,85000,"Business",1,1,1,0,"White","South",0,1,1,28,2011
27,,1,"White",1,0,1,0,,51000,"Business",0,1,0,0,"White","South",1,1,1,27,0
26,,1,"White",0,0,1,0,,49000,"Business",0,1,0,0,"White","South",1,1,1,26,0
51,,1,"White",0,0,1,0,,65000,"Health",0,1,2,0,"White","South",0,1,1,51,1989
49,,1,"Hispanic",0,0,1,1,,17000,"Business",0,1,0,0,"White","South",0,1,1,49,1987
46,38,1,"White",0,0,1,0,32000,90000,"Engineering",1,0,1,0,"White","South",0,1,1,46,2005
38,46,1,"White",1,0,1,0,94000,32000,"Education",1,0,1,0,"White","South",0,1,1,38,2005
46,27,1,"White",0,0,1,0,20000,70000,"Technical",1,1,1,1,"White","South",0,1,1,46,2009
39,39,1,"Black",0,0,1,0,65000,70000,"Business",1,1,2,0,"Black","South",0,1,1,39,1994
47,,1,"White",1,0,1,0,,28000,"Public service",0,0,0,0,"White","South",0,1,1,47,1998
43,48,1,"White",0,0,1,0,43200,50000,"Business",1,1,1,0,"White","South",0,1,1,43,2006
48,,1,"White",1,0,1,0,,70000,"Business",0,1,0,0,"White","South",0,1,1,48,1988
35,42,1,"White",1,0,0,0,80,20000,"Business",1,0,1,0,"White","South",0,1,1,35,1999
25,,1,"White",0,0,0,0,,6000,"Humanities",0,1,0,0,"White","South",1,1,1,25,0
37,37,1,"White",1,0,0,0,55000,4800,"Health",1,0,1,1,"White","South",0,1,1,37,2003
37,37,1,"White",0,0,1,0,4800,55000,"Business",1,0,1,1,"White","South",0,1,1,37,2003
38,36,1,"Hispanic",0,1,1,1,65000,58000,"Business",1,1,3,0,"White","South",0,1,1,19,1997
36,38,1,"White",1,0,1,0,58000,65000,"Education",1,1,3,0,"White","South",0,1,1,36,1997
36,,1,"Hispanic",1,0,1,1,,44000,"Business",0,1,2,0,"White","South",0,1,1,36,1994
42,43,1,"White",0,0,1,0,26000,75000,"Business",1,1,0,0,"White","South",0,1,1,42,1998
41,51,1,"Asian",1,1,1,0,130400,115000,"Engineering",1,1,0,0,"Asian","South",0,1,1,14,1994
34,28,1,"Asian",0,0,1,0,54004,68000,"Business",1,1,0,0,"Asian","South",0,1,1,34,2005
28,34,1,"Asian",1,1,1,0,68260,54000,"Health",1,1,0,0,"Asian","South",0,1,1,15,2005
47,47,1,"White",0,0,1,0,2300,360000,"Natural sciences",1,0,2,0,"White","South",0,1,1,47,1984
41,47,1,"White",1,0,1,0,80000,90000,"Health",1,1,2,0,"White","South",0,1,1,41,1994
47,41,1,"Black",0,0,1,0,90000,80000,"Social sciences",1,1,2,0,"Black","South",0,1,1,47,1994
46,59,1,"White",1,0,1,0,24200,130000,"Engineering",1,1,0,0,"White","South",0,1,1,46,2005
42,37,1,"White",0,0,1,0,0,97000,"Other",1,1,1,1,"White","South",0,1,1,42,1998
52,52,1,"White",1,0,0,0,80000,40000,"Public service",1,1,0,0,"White","South",0,1,1,52,1981
43,44,1,"White",1,0,1,0,68000,44000,"Public service",1,1,2,0,"White","South",0,1,1,43,1992
47,45,1,"White",0,0,1,0,35000,160000,"Other",1,0,0,0,"White","South",0,1,1,47,1984
32,36,1,"Black",1,1,1,0,80000,100000,"Health",1,1,1,1,"Black","South",0,1,1,7,2004
26,,0,"Black",0,1,0,0,,2000,"Natural sciences",0,1,0,0,"Black","South",1,1,1,1,0
53,42,1,"White",0,1,1,0,34800,114000,"Humanities",1,1,2,0,"White","South",0,1,1,52,1996
50,60,1,"Hispanic",1,1,1,1,80000,5000,"Engineering",1,1,1,0,"White","South",0,1,1,17,1997
38,,1,"White",1,0,1,0,,60000,"Health",0,0,2,0,"White","South",0,1,1,38,1990
39,34,1,"Hispanic",0,0,0,1,55000,46000,"Natural sciences",1,0,3,0,"White","South",0,1,1,39,1993
29,,1,"White",0,0,1,0,,40000,"Business",0,1,0,0,"White","South",1,1,1,29,0
47,47,1,"White",0,0,1,0,31000,98000,"Business",1,1,2,0,"White","South",0,1,1,47,1987
52,56,1,"White",0,0,1,0,10000,100000,"Engineering",1,1,0,0,"White","South",0,1,1,52,1982
41,41,1,"White",0,0,1,0,27000,72000,"Business",1,1,0,0,"White","South",0,1,1,41,1997
53,52,0,"Black",1,1,1,0,0,39000,"Other",1,1,0,0,"Black","South",0,1,1,11,2001
54,53,1,"White",0,0,1,0,96500,120000,"Health",1,1,0,0,"White","South",0,1,1,54,1976
37,37,1,"White",0,0,1,0,97000,50000,"Business",1,1,0,0,"White","South",0,1,1,37,1995
40,38,1,"White",1,0,1,0,56000,31200,"Humanities",1,1,0,0,"White","South",0,1,1,40,2004
51,46,1,"White",0,0,1,0,38000,72000,"Business",1,1,1,0,"White","South",0,1,1,51,1990
30,26,1,"White",0,0,1,0,56000,56000,"Engineering",1,1,0,0,"White","South",0,1,1,30,2008
26,30,1,"White",1,0,0,0,56000,56000,"Social sciences",1,1,0,0,"White","South",0,1,1,26,2008
54,55,1,"Asian",0,1,1,0,-6000,95000,"Business",1,0,0,0,"Asian","South",0,1,1,49,1978
47,48,1,"Hispanic",1,0,1,1,66500,62000,"Business",1,1,1,0,"White","West",0,0,1,47,1983
31,,1,"White",1,0,1,0,,47000,"Education",0,1,0,0,"White","West",1,0,1,31,0
28,,1,"White",1,0,1,0,,73000,"Social sciences",0,1,0,0,"White","West",1,0,1,28,0
45,51,1,"White",1,0,0,0,3700,44500,"Health",1,1,2,0,"White","West",0,0,1,45,1993
33,,1,"White",1,0,0,0,,30000,"Humanities",0,1,0,0,"White","West",1,0,1,33,0
25,,1,"White",1,0,0,0,,8500,"Humanities",0,0,0,0,"White","West",1,0,1,25,0
37,32,0,"Black",0,1,1,0,0,15000,"Business",1,1,0,0,"Black","West",0,0,1,12,2010
47,44,1,"White",0,0,1,0,30000,50000,"Business",1,1,3,0,"White","West",0,0,1,47,1985
25,,0,"White",1,1,1,0,,25000,"Engineering",0,1,0,0,"White","West",1,0,1,2,0
34,31,1,"White",0,0,1,0,34000,30000,"Engineering",1,0,4,1,"White","West",0,0,1,34,1998
30,,1,"White",0,0,1,0,,100000,"Engineering",0,1,0,0,"White","West",1,0,1,30,0
54,,1,"White",1,0,1,0,,46000,"Humanities",0,1,0,0,"White","West",1,0,1,54,0
38,41,1,"White",1,0,0,0,90000,15600,"Humanities",1,1,6,0,"White","West",0,0,1,38,1992
39,41,1,"White",1,0,1,0,12000,62000,"Education",1,0,2,0,"White","West",0,0,1,39,1993
29,30,1,"White",0,0,1,0,40000,53000,"Social sciences",1,1,3,2,"White","West",0,0,1,29,2003
40,38,1,"White",0,0,1,0,20000,75000,"Education",1,0,1,0,"White","West",0,0,1,40,1989
38,40,1,"White",1,0,0,0,75700,20000,"Business",1,0,1,0,"White","West",0,0,1,38,1989
44,,1,"White",1,0,1,0,,30000,"Other",0,1,1,0,"White","West",0,0,1,44,1992
45,45,1,"White",0,0,1,0,50000,45000,"Business",1,1,3,0,"White","West",0,0,1,45,1999
30,,1,"White",1,0,1,0,,30000,"Humanities",0,1,0,0,"White","West",1,0,1,30,0
45,,1,"White",0,1,1,0,,120000,"Humanities",0,1,0,0,"White","West",0,0,1,2,1994
36,33,1,"White",0,0,1,0,4700,66000,"Social sciences",1,0,4,2,"White","West",0,0,1,36,1998
33,,1,"White",0,0,1,0,,7000,"Public service",0,1,0,0,"White","West",0,0,1,33,2000
31,,1,"White",1,0,1,0,,40000,"Social sciences",0,0,1,1,"White","West",0,0,1,31,2004
38,41,1,"White",1,0,1,0,57000,57000,"Health",1,1,3,1,"White","West",0,0,1,38,1995
27,24,1,"White",0,0,1,0,1700,14000,"Other",1,0,1,1,"White","West",0,0,1,27,2005
48,58,1,"White",1,0,1,0,60000,60000,"Education",1,1,2,0,"White","West",0,0,1,48,1990
29,27,1,"White",0,0,1,0,22700,76000,"Engineering",1,1,2,2,"White","West",0,0,1,29,2004
27,29,1,"White",1,0,0,0,76030,22700,"Health",1,1,2,2,"White","West",0,0,1,27,2004
53,54,1,"White",1,0,0,0,32000,54000,"Education",1,0,0,0,"White","West",0,0,1,53,1979
50,,1,"White",0,0,1,0,,120000,"Social sciences",0,1,0,0,"White","West",0,0,1,50,1985
50,,1,"White",1,0,1,0,,31300,"Education",0,1,1,0,"White","West",0,0,1,50,1977
47,47,1,"White",1,0,1,0,40000,40000,"Education",1,0,2,0,"White","West",0,0,1,47,1985
47,47,1,"White",0,0,1,0,40000,40000,"Education",1,0,2,0,"White","West",0,0,1,47,1985
30,,1,"White",0,0,1,0,,42000,"Business",0,1,0,0,"White","West",1,0,1,30,0
30,,1,"White",0,0,0,0,,5000,"Education",0,1,0,0,"White","West",1,0,1,30,0
41,31,1,"White",0,0,1,0,6500,56000,"Public service",1,0,3,2,"White","West",0,0,1,41,2004
28,29,1,"White",0,0,1,0,0,24000,"Engineering",1,0,2,2,"White","West",0,0,1,28,2005
38,41,1,"White",1,0,0,0,310000,700,"Other",1,1,4,0,"White","West",0,0,1,38,1995
28,,0,"White",0,1,1,0,,80000,"Engineering",0,1,0,0,"White","West",1,0,1,5,0
47,49,1,"White",1,0,1,0,114500,125000,"Business",1,1,2,0,"White","West",0,0,1,47,1996
41,,1,"White",0,0,1,0,,70000,"Engineering",0,1,0,0,"White","West",1,0,1,41,0
25,24,1,"White",1,0,0,0,2000,3200,"Humanities",1,0,1,1,"White","West",0,0,1,25,2009
34,33,1,"White",1,0,0,0,150000,500,"Public service",1,1,3,1,"White","West",0,0,1,34,2000
47,,1,"White",0,0,1,0,,55000,"Technical",0,1,0,0,"White","West",0,0,1,47,1989
35,29,1,"White",0,0,1,0,0,44500,"Humanities",1,1,0,0,"White","West",0,0,1,35,2004
25,24,1,"White",0,0,0,0,25000,35000,"Social sciences",1,1,0,0,"White","West",0,0,1,25,2008
46,,1,"Asian",1,1,1,0,,35000,"Social sciences",0,1,1,0,"Asian","West",0,0,1,38,1997
32,,1,"White",1,0,1,0,,40000,"Social sciences",0,1,0,0,"White","West",1,0,1,32,0
32,,1,"White",1,0,1,0,,30000,"Business",0,1,0,0,"White","West",1,0,1,32,0
37,39,1,"White",1,0,0,0,110000,6000,"Social sciences",1,1,3,1,"White","West",0,0,1,37,1995
43,44,1,"White",0,0,1,0,90000,68000,"Social sciences",1,1,2,0,"White","West",0,0,1,43,2010
35,,1,"White",0,0,0,0,,1100,"Engineering",0,1,0,0,"White","West",1,0,1,35,0
27,,1,"White",1,0,0,0,,20000,"Health",0,1,0,0,"White","West",1,0,1,27,0
54,50,1,"White",0,0,1,0,0,78000,"Business",1,1,1,0,"White","West",0,0,1,54,1981
41,36,1,"White",0,0,1,0,26000,58000,"Humanities",1,1,2,0,"White","West",0,0,1,41,1999
36,41,1,"White",1,0,1,0,58000,21000,"Other",1,1,2,0,"White","West",0,0,1,36,1999
48,48,1,"White",0,0,1,0,0,160000,"Engineering",1,1,2,0,"White","West",0,0,1,48,1984
29,26,1,"White",1,0,1,0,11000,38000,"Business",1,1,0,0,"White","West",0,0,1,29,2011
31,32,1,"White",0,0,1,0,3000,95000,"Business",1,0,3,1,"White","West",0,0,1,31,2002
32,31,1,"Hispanic",1,1,0,1,94600,3000,"Humanities",1,0,3,1,"White","West",0,0,1,10,2002
40,41,1,"Hispanic",0,1,1,1,800,115000,"Engineering",1,1,2,1,"White","West",0,0,1,30,1997
33,30,0,"Hispanic",1,1,1,1,13000,45000,"Health",1,1,0,0,"White","West",0,0,1,22,2011
36,35,1,"White",0,0,1,0,0,106000,"Engineering",1,1,3,0,"White","West",0,0,1,36,1997
34,,1,"White",1,0,0,0,,5500,"Education",0,0,2,0,"White","West",0,0,1,34,1998
40,39,1,"White",1,0,0,0,95050,3900,"Business",1,0,4,0,"White","West",0,0,1,40,1993
40,,1,"White",0,0,0,0,,18300,"Engineering",0,1,2,0,"White","West",0,0,1,40,1999
51,,1,"White",1,0,0,0,,8200,"Humanities",0,0,0,0,"White","Northeast",0,0,1,51,1981
27,,1,"White",1,0,1,0,,45000,"Social sciences",0,0,0,0,"White","Northeast",0,0,1,27,2009
48,52,1,"White",1,0,1,0,20900,27000,"Other",1,0,1,0,"White","Northeast",0,0,1,48,1987
47,48,1,"White",1,0,0,0,84000,65000,"Health",1,0,1,0,"White","Northeast",0,0,1,47,1987
48,47,1,"White",0,0,1,0,65000,84000,"Engineering",1,0,1,0,"White","Northeast",0,0,1,48,1987
48,42,1,"White",1,0,1,0,54180,53000,"Humanities",1,0,0,0,"White","Northeast",0,0,1,48,2005
42,48,1,"White",0,0,1,0,53180,54000,"Education",1,0,0,0,"White","Northeast",0,0,1,42,2005
53,70,1,"White",1,0,1,0,27600,60000,"Business",1,0,0,0,"White","Northeast",0,0,1,53,2000
40,40,1,"Hispanic",1,0,1,1,35000,17000,"Social sciences",1,1,3,0,"Other","South",0,1,1,40,2000
54,58,1,"White",1,0,1,0,77500,24000,"Education",1,1,0,0,"White","South",0,1,1,54,1979
27,27,1,"White",0,0,1,0,60000,62000,"Engineering",1,1,1,1,"White","South",0,1,1,27,2008
27,27,1,"White",1,0,0,0,54100,60000,"Engineering",1,1,1,1,"White","South",0,1,1,27,2008
45,47,1,"White",1,0,0,0,108000,28000,"Public service",1,1,2,0,"White","South",0,1,1,45,1991
26,,1,"Black",1,0,1,0,,30700,"Public service",0,1,0,0,"Black","South",1,1,1,26,0
39,33,1,"White",0,0,1,0,0,400000,"Social sciences",1,1,2,2,"White","South",0,1,1,39,2005
38,37,1,"White",0,0,1,0,0,97000,"Social sciences",1,1,7,3,"White","South",0,1,1,38,1997
40,47,1,"Asian",1,1,1,0,50000,45000,"Business",1,1,2,0,"Asian","South",0,1,1,36,2001
33,35,1,"White",1,0,1,0,107000,135000,"Engineering",1,1,2,1,"White","South",0,1,1,33,2002
40,43,1,"Asian",1,1,1,0,182000,80000,"Engineering",1,1,2,0,"Asian","South",0,1,1,13,1998
54,44,1,"White",0,0,1,0,7100,100000,"Natural sciences",1,1,2,0,"White","South",0,1,1,54,1987
38,,1,"Asian",1,1,1,0,,40000,"Social sciences",0,1,0,0,"Asian","South",0,1,1,29,2005
40,,1,"White",0,0,1,0,,52000,"Humanities",0,0,0,0,"White","South",1,1,1,40,0
45,,1,"White",0,0,0,0,,40000,"Social sciences",0,0,0,0,"White","South",1,1,1,45,0
46,41,1,"White",0,1,1,0,14870,108000,"Humanities",1,1,3,0,"White","South",0,1,1,45,1997
37,38,1,"Black",1,0,0,0,27000,52000,"Social sciences",1,1,1,0,"Black","South",0,1,1,37,2009
30,,1,"White",1,0,1,0,,70000,"Engineering",0,1,0,0,"White","South",1,1,1,30,0
34,33,1,"White",0,0,1,0,0,182000,"Engineering",1,1,2,0,"White","South",0,1,1,34,1998
52,40,0,"White",0,1,0,0,4500,5500,"Education",1,1,3,0,"White","South",0,1,1,1,1991
51,45,1,"Asian",0,1,1,0,22500,22500,"Social sciences",1,1,3,0,"Asian","South",0,1,1,20,1988
37,40,1,"Black",1,1,1,0,112000,25000,"Business",1,1,2,1,"Black","South",0,1,1,7,2003
40,45,1,"White",1,0,1,0,36000,30000,"Business",1,1,1,0,"White","South",0,1,1,40,2002
46,44,1,"White",0,0,0,0,118000,1100,"Humanities",1,1,2,0,"White","South",0,1,1,46,1992
53,50,1,"White",0,0,1,0,21400,41400,"Education",1,1,3,0,"White","South",0,1,1,53,1983
45,,1,"White",1,0,1,0,,120000,"Engineering",0,1,0,0,"White","South",0,1,1,45,1986
25,,1,"White",1,0,1,0,,19000,"Natural sciences",0,1,0,0,"White","South",1,1,1,25,0
25,37,0,"White",1,1,1,0,34000,45000,"Social sciences",1,1,0,0,"White","South",0,1,1,19,2009
29,28,1,"White",0,0,1,0,58000,35000,"Public service",1,0,0,0,"White","South",0,1,1,29,2005
32,34,1,"White",1,0,1,0,53200,44000,"Social sciences",1,1,1,1,"White","South",0,1,1,32,2007
52,52,1,"White",0,0,1,0,8200,88000,"Business",1,1,0,0,"White","South",0,1,1,52,1983
46,39,0,"Asian",0,1,1,0,0,82000,"Engineering",1,1,0,0,"Asian","South",0,1,1,5,1990
49,,1,"White",1,0,1,0,,105000,"Social sciences",0,1,0,0,"White","South",0,1,1,49,1983
42,45,1,"White",1,0,1,0,0,23000,"Education",1,0,1,0,"White","South",0,1,1,42,1987
37,29,1,"Hispanic",0,0,1,1,300,24000,"Business",1,1,3,0,"White","South",0,1,1,37,1999
40,40,1,"White",0,0,1,0,0,83000,"Engineering",1,0,2,0,"White","South",0,1,1,40,1996
26,24,1,"White",0,0,0,0,20000,36000,"Education",1,1,0,0,"White","South",0,1,1,26,2011
45,45,1,"Hispanic",0,0,1,1,142000,95000,"Business",1,1,3,0,"White","South",0,1,1,45,1989
51,58,1,"Hispanic",1,0,1,1,120000,70000,"Social sciences",1,1,1,0,"White","South",0,1,1,51,2003
27,,1,"Hispanic",0,0,1,1,,70000,"Humanities",0,1,0,0,"Other","South",1,1,1,27,0
28,,1,"White",0,0,0,0,,18000,"Education",0,1,0,0,"White","South",1,1,1,28,0
54,56,1,"White",1,1,1,0,103390,101000,"Other",1,1,0,0,"White","South",0,1,1,52,1998
30,39,1,"White",1,0,1,0,52000,40000,"Business",1,0,3,2,"White","South",0,1,1,30,2006
28,32,1,"White",1,0,1,0,35000,70000,"Health",1,1,2,0,"White","South",0,1,1,28,2002
31,30,1,"White",0,0,1,0,48010,64000,"Engineering",1,0,0,0,"White","South",0,1,1,31,2004
31,29,1,"White",0,1,1,0,1800,40000,"Engineering",1,1,1,1,"White","South",0,1,1,31,2003
43,43,1,"White",1,0,1,0,61020,57000,"Public service",1,1,1,0,"White","South",0,1,1,43,2004
34,33,1,"Hispanic",1,1,1,1,140500,50000,"Social sciences",1,1,2,2,"White","South",0,1,1,25,2003
35,42,1,"White",1,0,1,0,2000,50000,"Humanities",1,1,2,2,"White","South",0,1,1,35,2000
51,46,1,"White",0,0,1,0,158500,130000,"Business",1,1,1,0,"White","South",0,1,1,51,1996
53,59,1,"White",1,0,0,0,142000,30000,"Public service",1,1,0,0,"White","South",0,1,1,53,1984
32,28,1,"White",0,0,1,0,65200,110000,"Business",1,1,0,0,"White","South",0,1,1,32,2006
48,47,1,"White",0,0,1,0,12000,80000,"Business",1,1,1,0,"White","South",0,1,1,48,1990
26,,1,"White",1,0,1,0,,28000,"Humanities",0,1,0,0,"White","South",1,1,1,26,0
26,,1,"White",1,0,0,0,,19000,"Humanities",0,1,0,0,"White","South",1,1,1,26,0
26,,1,"White",1,0,0,0,,24000,"Humanities",0,1,0,0,"White","South",1,1,1,26,0
51,56,1,"White",0,0,1,0,25000,50000,"Public service",1,1,1,0,"White","South",0,1,1,51,1988
30,32,1,"White",1,0,1,0,70000,37000,"Education",1,0,2,0,"White","South",0,1,1,30,1998
32,,0,"White",0,1,1,0,,60000,"Business",0,1,0,0,"White","South",1,1,1,2,0
39,,1,"White",0,0,1,0,,60000,"Public service",0,1,0,0,"White","South",0,1,1,39,1996
53,,1,"Black",1,0,1,0,,50000,"Education",0,1,0,0,"Black","South",1,1,1,53,0
37,40,1,"White",0,0,1,0,6000,115000,"Engineering",1,1,2,2,"White","South",0,1,1,37,2003
35,34,1,"Black",0,0,1,0,51000,70000,"Public service",1,1,0,0,"Black","South",0,1,1,35,2007
26,27,1,"White",1,0,1,0,25000,50000,"Health",1,1,1,1,"White","South",0,1,1,26,2007
28,,1,"Asian",0,0,1,0,,51000,"Education",0,1,0,0,"Asian","South",1,1,1,28,0
26,,1,"Asian",1,0,1,0,,28000,"Public service",0,1,0,0,"Asian","South",1,1,1,26,0
49,56,1,"White",1,0,0,0,96000,8800,"Health",1,1,2,0,"White","South",0,1,1,49,1983
25,20,1,"White",1,0,1,0,7000,5000,"Health",1,1,0,0,"White","South",0,1,1,25,2010
45,44,1,"White",0,0,1,0,3000,121000,"Engineering",1,1,2,0,"White","South",0,1,1,45,1989
32,32,1,"White",0,0,1,0,45400,53000,"Health",1,1,1,1,"White","South",0,1,1,32,2001
27,,1,"White",1,0,1,0,,12000,"Humanities",0,1,0,0,"White","South",1,1,1,27,0
48,47,1,"White",0,0,1,0,46100,110000,"Natural sciences",1,0,1,0,"White","South",0,1,1,48,1986
26,,1,"White",1,0,0,0,,7000,"Humanities",0,1,0,0,"White","South",1,1,1,26,0
38,40,1,"White",0,0,1,0,73000,70000,"Engineering",1,1,1,1,"White","South",0,1,1,38,2000
40,38,1,"White",1,0,1,0,70000,70000,"Social sciences",1,1,1,1,"White","South",0,1,1,40,2000
26,,1,"White",0,0,0,0,,10200,"Humanities",0,0,0,0,"White","South",1,1,1,26,0
29,,1,"White",1,0,0,0,,6500,"Social sciences",0,0,0,0,"White","South",1,1,1,29,0
47,37,1,"White",0,0,0,0,75000,10000,"Business",1,1,1,0,"White","South",0,1,1,47,2001
30,30,1,"White",1,0,1,0,99000,48000,"Humanities",1,1,2,2,"White","South",0,1,1,30,2006
33,34,1,"White",1,0,1,0,2000,115000,"Business",1,1,1,1,"White","South",0,1,1,33,2003
43,43,1,"White",0,0,1,0,7500,67000,"Business",1,1,1,1,"White","South",0,1,1,43,1993
43,,1,"White",1,0,1,0,,130000,"Social sciences",0,1,1,0,"White","South",0,1,1,43,1990
53,65,1,"White",1,0,1,0,1300,60000,"Business",1,1,1,0,"White","South",0,1,1,53,1998
29,29,1,"White",0,0,1,0,42000,45000,"Education",1,1,1,1,"White","South",0,1,1,29,2007
46,50,1,"White",1,0,0,0,253000,5000,"Business",1,1,2,0,"White","South",0,1,1,46,1991
50,46,1,"White",0,0,1,0,5000,100000,"Business",1,1,2,0,"White","South",0,1,1,50,1991
27,,1,"White",1,0,0,0,,2500,"Social sciences",0,1,0,0,"White","South",1,1,1,27,0
40,45,1,"White",0,0,1,0,0,90000,"Technical",1,1,2,0,"White","South",0,1,1,40,1992
25,,1,"White",0,0,1,0,,57000,"Natural sciences",0,1,0,0,"White","South",0,1,1,25,2007
46,55,1,"White",1,0,0,0,110000,7200,"Health",1,1,1,0,"White","South",0,1,1,46,2000
48,47,1,"White",0,0,1,0,0,100000,"Social sciences",1,1,2,0,"White","South",0,1,1,48,1989
47,,1,"Asian",0,1,1,0,,53000,"Engineering",0,1,0,0,"Asian","South",1,1,1,31,0
37,,1,"White",0,0,1,0,,150000,"Natural sciences",0,1,1,0,"White","South",0,1,1,37,2001
46,,1,"White",1,0,1,0,,47000,"Other",0,1,0,0,"White","South",1,1,1,46,0
31,35,1,"Black",0,0,1,0,90000,100000,"Public service",1,1,0,0,"Black","South",0,1,1,31,2007
35,31,1,"Asian",1,0,1,0,112000,90000,"Business",1,1,0,0,"Asian","South",0,1,1,35,2007
29,28,1,"White",0,0,1,0,26000,17000,"Humanities",1,1,0,0,"White","South",0,1,1,29,2010
28,29,1,"White",1,0,1,0,17000,26000,"Social sciences",1,1,0,0,"White","South",0,1,1,28,2010
53,49,1,"White",0,0,1,0,0,168000,"Social sciences",1,1,2,0,"White","South",0,1,1,53,1990
26,,1,"White",1,0,1,0,,18400,"Public service",0,1,0,0,"White","South",1,1,1,26,0
53,54,1,"White",1,0,1,0,111000,46500,"Humanities",1,1,0,0,"White","South",0,1,1,53,1998
54,53,0,"White",0,1,1,0,46500,111000,"Engineering",1,1,0,0,"White","South",0,1,1,35,1998
35,36,1,"White",0,1,1,0,0,73000,"Engineering",1,1,3,2,"White","South",0,1,1,21,2005
45,39,0,"Black",0,1,1,0,28300,51000,"Natural sciences",1,1,1,0,"Black","South",0,1,1,10,1993
52,54,1,"White",0,0,1,0,44000,85000,"Engineering",1,0,0,0,"White","South",0,1,1,52,1988
54,52,1,"White",1,0,1,0,85800,44000,"Health",1,0,0,0,"White","South",0,1,1,54,1988
41,39,1,"Asian",1,1,0,0,120000,3600,"Business",1,1,2,1,"Asian","South",0,1,1,35,1997
43,,1,"White",0,0,1,0,,200000,"Business",0,1,0,0,"White","South",0,1,1,43,1992
47,48,1,"White",1,0,0,0,201000,5000,"Business",1,1,0,0,"White","South",0,1,1,47,1986
35,33,1,"White",0,0,1,0,800,125000,"Business",1,1,3,1,"White","South",0,1,1,35,2000
41,27,1,"White",0,0,1,0,0,133000,"Business",1,1,3,2,"White","South",0,1,1,41,2006
46,44,1,"White",1,0,0,0,400200,30000,"Education",1,1,2,0,"White","South",0,1,1,46,1993
41,42,1,"White",0,0,1,0,31000,70000,"Engineering",1,1,1,1,"White","South",0,1,1,41,2004
